Abbrev,Stat Name,Description,Unit,Pctile Dir,Available In,Data Source
Net Rtg Adj,Adjustment to Net Rating,"The size of the adjustment for the team's adjusted net rating, that takes into account the average Net Rating allowed by the team's opponents throughout the season.",Number,Highest # = 100th,Team Agg,kenpom
ORB% Adj,Adjustment to ORB%,"The size of the adjustment for the team's adjusted offensive rebound percentage, that takes into account the average ORB% allowed by the team's opponents throughout the season.",Percentage,Highest % = 100th,Team Agg,kenpom
ORtg Adj,Adjustment to ORtg,"The size of the adjustment for the team's adjusted offensive rating, that takes into account the average offensive rating allowed by the team's opponents throughout the season.",Number,Highest # = 100th,Team Agg,kenpom
Pace Adj,Adjustment to Pace,"The size of the adjustment for the team's adjusted pace, that takes into account the average pace by the team's opponents throughout the season.",Number,Highest # = 100th,Team Agg,kenpom
TOV% Adj,Adjustment to TOV%,"The size of the adjustment for the team's adjusted turnover percentage, that takes into account the average TOV% allowed by the team's opponents throughout the season.",Percentage,Lowest % = 100th,Team Agg,kenpom
OOP FGA%,Alley-Oop % of Shots,The percentage of shots taken that were alley-oop dunk attempts.,Percentage,Highest % = 100th,"Team Agg PBP, Player Agg PBP",pbp
OOP FG%,Alley-Oop FG%,Field goal percentage on alley-oops.,Percentage,Highest % = 100th,"Team Agg PBP, Player Agg PBP",pbp
OOP FGA/100,Alley-Oop FGA / 100 Poss,"The number of alley-oop field goal attempts by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
OOP FGA/40,Alley-Oop FGA / 40 Mins,"The number of alley-oop field goal attempts by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
OOP FGA/G,Alley-Oop FGA / Game,"The number of alley-oop field goal attempts by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
OOP FGA,Alley-Oop Field Goals Attempted,The total number of alley-oop field goal attempts by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
OOP FGM,Alley-Oop Field Goals Made,The total number of alley-oop field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
And1%,And 1 Percentage,The percentage of shooting fouls drawn where the shot was made.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
3And1%,And 1 Percentage on 3P SFLs,The percentage of 3-point shooting fouls drawn where the shot was made.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
And 1s,And 1s,The total number of times a shot was made while being fouled by a defender from the opposing team (total number of And 1s).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
And1/100,And 1s / 100 Poss,The number of and 1s (made shot + foul drawn) per 100 possessions.,Number,Highest # = 100th,Team Agg PBP,pbp
And1/40,And 1s / 40 Mins,The number of and 1s (made shot + foul drawn) per 40 minutes.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
And1/G,And 1s / Game,The number of and 1s (made shot + foul drawn) per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
2P And 1s,And 1s on 2P SFLs,The total number of times a 2-point shot was made while being fouled by a defender from the opposing team (total number of And 1s made on 2-point shooting fouls).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Team Game PBP",pbp
3P And 1s,And 1s on 3P SFLs,The total number of times a 3-point shot was made while being fouled by a defender from the opposing team (total number of And 1s made on 3-point shooting fouls).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
AP Poll,AP Poll Rank,The AP Poll ranking of the team in a given game.,Integer,Lowest # = 100th,"Player Game PBP, Team Game, Player Game, Team Game PBP","box_score, pbp"
AP Poll Agst,AP Poll Rank Against,The AP Poll ranking of the team's opponent in a given game.,Integer,Lowest # = 100th,"Player Game PBP, Team Game, Player Game, Team Game PBP","box_score, pbp"
AST%,Assist Percentage,An estimate of the percentage of teammate field goals a player assisted while he was on the floor.,Percentage,Highest % = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
AST Ratio,Assist Ratio,The percentage of possessions used by the player that ends in an assist.,Percentage,Highest % = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
a2PM,Assisted 2-Point Field Goals,The total number of assisted 2-point field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
a2PM/100,Assisted 2-Point Field Goals / 100 Poss,"The number of assisted 2-point field goals made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
a2PM/40,Assisted 2-Point Field Goals / 40 Mins,"The number of assisted 2-point field goals made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
a2PM/G,Assisted 2-Point Field Goals / Game,"The number of assisted 2-point field goals made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
a3PM,Assisted 3-Point Field Goals,The total number of assisted 3-point field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
a3PM/100,Assisted 3-Point Field Goals / 100 Poss,"The number of assisted 3-point field goals made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
a3PM/40,Assisted 3-Point Field Goals / 40 Mins,"The number of assisted 3-point field goals made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
a3PM/G,Assisted 3-Point Field Goals / Game,"The number of assisted 3-point field goals made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
ATB3 aFGM,Assisted Above Break 3s,The total number of assisted above the break 3s made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
ATB3 aFGM/100,Assisted Above Break 3s / 100 Poss,"The number of assisted above the break 3s made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
ATB3 aFGM/40,Assisted Above Break 3s / 40 Mins,"The number of assisted above the break 3s made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
ATB3 aFGM/G,Assisted Above Break 3s / Game,"The number of assisted above the break 3s made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
C3 aFGM,Assisted Corner 3s,The total number of assisted corner 3-pointers made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
C3 aFGM/100,Assisted Corner 3s / 100 Poss,"The number of assisted corner 3-pointers made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
C3 aFGM/40,Assisted Corner 3s / 40 Mins,"The number of assisted corner 3-pointers made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
C3 aFGM/G,Assisted Corner 3s / Game,"The number of assisted corner 3-pointers made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DUNK aFGM,Assisted Dunks,The total number of assisted dunks made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DUNK aFGM/100,Assisted Dunks / 100 Poss,"The number of assisted dunks made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
DUNK aFGM/40,Assisted Dunks / 40 Mins,"The number of assisted dunks made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DUNK aFGM/G,Assisted Dunks / Game,"The number of assisted dunks made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
aFGM,Assisted Field Goals Made,The total number of assisted field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
aFGM/100,Assisted Field Goals / 100 Poss,"The number of assisted field goals made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
aFGM/40,Assisted Field Goals / 40 Mins,"The number of assisted field goals made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
aFGM/G,Assisted Field Goals / Game,"The number of assisted field goals made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
MID2 aFGM,Assisted Midrange 2s,The total number of assisted midrange 2s made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 aFGM/100,Assisted Midrange 2s / 100 Poss,"The number of assisted midrange 2s made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
MID2 aFGM/40,Assisted Midrange 2s / 40 Mins,"The number of assisted midrange 2s made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
MID2 aFGM/G,Assisted Midrange 2s / Game,"The number of assisted midrange 2s made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
PAINT2 aFGM,Assisted In The Paint 2s,The total number of assisted shots made in the paint (not at the rim) by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
PAINT2 aFGM/100,Assisted In The Paint 2s / 100 Poss,"The total number of assisted shots made in the paint (not at the rim) by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
PAINT2 aFGM/40,Assisted In The Paint 2s / 40 Mins,"The total number of assisted shots made in the paint (not at the rim) by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
PAINT2 aFGM/G,Assisted In The Paint 2s / Game,"The total number of assisted shots made in the paint (not at the rim) by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
ATR2 aFGM,Assisted Shots At Rim,The total number of assisted shots at the rim made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
ATR2 aFGM/100,Assisted Shots At Rim / 100 Poss,"The number of assisted shots at the rim made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
ATR2 aFGM/40,Assisted Shots At Rim / 40 Mins,"The number of assisted shots at the rim made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
ATR2 aFGM/G,Assisted Shots At Rim / Game,"The number of assisted shots at the rim made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
AST,Assists,The total number of assists.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
AST/100,Assists / 100 Poss,An estimate of the number of assists per 100 possessions played.,Number,Highest # = 100th,"Team Agg, Lineup, On/Off",box_score
AST/40,Assists / 40 Mins,The number of assists per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg, Lineup, On/Off",box_score
AST/G,Assists / Game,The number of assists per game.,Number,Highest # = 100th,"Player Agg, Team Agg",box_score
AST/TOV,Assist-To-Turnover Ratio,The ratio of total assists to total turnovers committed by the player.,Ratio,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
Rim + 3s aFGM,At The Rim + 3s Assisted FGM,The total number of assisted shots made at the rim and on three pointers made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
Rim + 3s aFGM/100,At The Rim + 3s Assisted FGM / 100 Poss,"The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
Rim + 3s aFGM/40,At The Rim + 3s Assisted FGM / 40 Mins,"The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
Rim + 3s aFGM/G,At The Rim + 3s Assisted FGM / Game,"The number of assisted shots made at the rim (within 4.5 feet of the basket) and on three pointers made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
Rim + 3s ASTD%,At The Rim + 3s Assisted Pct,The percentage of shots made either at the rim (within 4.5 feet of the basket) or on a three pointer that were assisted.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
Rim + 3s eFG%,At The Rim + 3s eFG%,Effective field goal percentage on shots at the rim (within 4.5 feet of the basket) as well as three pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
Rim + 3s FG%,At The Rim + 3s FG%,Field goal percentage on shots at the rim (within 4.5 feet of the basket) as well as three pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
Rim + 3s FGA,At The Rim + 3s FGA,Field goal attempts at the rim (within 4.5 feet of the basket) and on three pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
Rim + 3s FGA/100,At The Rim + 3s FGA / 100 Poss,"Field goal attempts either at the rim (within 4.5 feet of the basket) or on three pointers, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
Rim + 3s FGA/40,At The Rim + 3s FGA / 40 Mins,"Field goal attempts either at the rim (within 4.5 feet of the basket) or on three pointers, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
Rim + 3s FGA/G,At The Rim + 3s FGA / Game,"Field goal attempts either at the rim (within 4.5 feet of the basket) or on three pointers, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
Rim + 3s FGA%,At The Rim + 3s FGA%,Percentage of shots taken either at the rim (within 4.5 feet of the basket) or as a three pointer.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
